X,Y,Z
-2.373737373737373701e+00,-5.000000000000000000e+00,-6.804155025214587704e-01
-2.272727272727272929e+00,-5.000000000000000000e+00,-7.109805967089275480e-01
-2.171717171717171713e+00,-5.000000000000000000e+00,-7.392219402969455455e-01
-2.070707070707070940e+00,-5.000000000000000000e+00,-7.652067037624771251e-01
-1.969696969696969724e+00,-5.000000000000000000e+00,-7.890131724084034071e-01
-1.868686868686868952e+00,-5.000000000000000000e+00,-8.107290478552425794e-01
-1.767676767676767735e+00,-5.000000000000000000e+00,-8.304497472442492478e-01
-1.666666666666666519e+00,-5.000000000000000000e+00,-8.482767165888188687e-01
-1.565656565656565746e+00,-5.000000000000000000e+00,-8.643157734160595851e-01
-1.464646464646464530e+00,-5.000000000000000000e+00,-8.786754924462940597e-01
-1.363636363636363757e+00,-5.000000000000000000e+00,-8.914656465988167744e-01
-1.262626262626262541e+00,-5.000000000000000000e+00,-9.027957141214787429e-01
-1.161616161616161769e+00,-5.000000000000000000e+00,-9.127734611529809694e-01
-1.060606060606060552e+00,-5.000000000000000000e+00,-9.215036075723672671e-01
-9.595959595959593358e-01,-5.000000000000000000e+00,-9.290865826000180849e-01
-8.585858585858590075e-01,-5.000000000000000000e+00,-9.356173753154951589e-01
-7.575757575757577911e-01,-5.000000000000000000e+00,-9.411844840730809736e-01
-6.565656565656565746e-01,-5.000000000000000000e+00,-9.458689677445706323e-01
-5.555555555555553582e-01,-5.000000000000000000e+00,-9.497436008145420105e-01
-4.545454545454550299e-01,-5.000000000000000000e+00,-9.528721336041685586e-01
-3.535353535353538135e-01,-5.000000000000000000e+00,-9.553086583081228378e-01
-2.525252525252525970e-01,-5.000000000000000000e+00,-9.570970810917875937e-01
-1.515151515151513806e-01,-5.000000000000000000e+00,-9.582707002037003097e-01
-5.050505050505016413e-02,-5.000000000000000000e+00,-9.588518898962101744e-01
5.050505050505016413e-02,-5.000000000000000000e+00,-9.588518898962101744e-01
1.515151515151513806e-01,-5.000000000000000000e+00,-9.582707002037003097e-01
2.525252525252525970e-01,-5.000000000000000000e+00,-9.570970810917875937e-01
3.535353535353538135e-01,-5.000000000000000000e+00,-9.553086583081228378e-01
4.545454545454541417e-01,-5.000000000000000000e+00,-9.528721336041685586e-01
5.555555555555553582e-01,-5.000000000000000000e+00,-9.497436008145420105e-01
6.565656565656565746e-01,-5.000000000000000000e+00,-9.458689677445706323e-01
7.575757575757577911e-01,-5.000000000000000000e+00,-9.411844840730809736e-01
8.585858585858581193e-01,-5.000000000000000000e+00,-9.356173753154951589e-01
9.595959595959593358e-01,-5.000000000000000000e+00,-9.290865826000180849e-01
1.060606060606060552e+00,-5.000000000000000000e+00,-9.215036075723672671e-01
1.161616161616161769e+00,-5.000000000000000000e+00,-9.127734611529809694e-01
1.262626262626262097e+00,-5.000000000000000000e+00,-9.027957141214787429e-01
1.363636363636363313e+00,-5.000000000000000000e+00,-8.914656465988167744e-01
1.464646464646464530e+00,-5.000000000000000000e+00,-8.786754924462940597e-01
1.565656565656565746e+00,-5.000000000000000000e+00,-8.643157734160595851e-01
1.666666666666666963e+00,-5.000000000000000000e+00,-8.482767165888188687e-01
1.767676767676767291e+00,-5.000000000000000000e+00,-8.304497472442492478e-01
1.868686868686868507e+00,-5.000000000000000000e+00,-8.107290478552425794e-01
1.969696969696969724e+00,-5.000000000000000000e+00,-7.890131724084034071e-01
2.070707070707070940e+00,-5.000000000000000000e+00,-7.652067037624771251e-01
2.171717171717171269e+00,-5.000000000000000000e+00,-7.392219402969455455e-01
2.272727272727272485e+00,-5.000000000000000000e+00,-7.109805967089275480e-01
2.373737373737373701e+00,-5.000000000000000000e+00,-6.804155025214587704e-01
2.474747474747474918e+00,-5.000000000000000000e+00,-6.474722807027061267e-01
2.575757575757575246e+00,-5.000000000000000000e+00,-6.121109877947406019e-01
2.676767676767676463e+00,-5.000000000000000000e+00,-5.743076961405250147e-01
2.777777777777777679e+00,-5.000000000000000000e+00,-5.340559982045119947e-01
2.878787878787878896e+00,-5.000000000000000000e+00,-4.913684126278692332e-01
2.979797979797979224e+00,-5.000000000000000000e+00,-4.462776715625189072e-01
3.080808080808081328e+00,-5.000000000000000000e+00,-3.988378690033175245e-01
3.181818181818181657e+00,-5.000000000000000000e+00,-3.491254502951318672e-01
3.282828282828281985e+00,-5.000000000000000000e+00,-2.972400237372530007e-01
3.383838383838384090e+00,-5.000000000000000000e+00,-2.433049762428734220e-01
3.484848484848484418e+00,-5.000000000000000000e+00,-1.874678763334071130e-01
3.585858585858586522e+00,-5.000000000000000000e+00,-1.299006493486266622e-01
3.686868686868686851e+00,-5.000000000000000000e+00,-7.079951162263715958e-02
3.787878787878787179e+00,-5.000000000000000000e+00,-1.038465249637267503e-02
3.888888888888889284e+00,-5.000000000000000000e+00,5.110034460959609476e-02
3.989898989898989612e+00,-5.000000000000000000e+00,1.133893482762726584e-01
4.090909090909089940e+00,-5.000000000000000000e+00,1.761947957915153407e-01
4.191919191919192045e+00,-5.000000000000000000e+00,2.392090810524068467e-01
4.292929292929292373e+00,-5.000000000000000000e+00,3.021062112202224648e-01
4.393939393939394478e+00,-5.000000000000000000e+00,3.645437265798469606e-01
4.494949494949494806e+00,-5.000000000000000000e+00,4.261648749019522620e-01
4.595959595959595134e+00,-5.000000000000000000e+00,4.866010284404511665e-01
4.696969696969697239e+00,-5.000000000000000000e+00,5.454743285580685441e-01
4.797979797979797567e+00,-5.000000000000000000e+00,6.024005398983897086e-01
4.898989898989899672e+00,-5.000000000000000000e+00,6.569920930522239466e-01
5.000000000000000000e+00,-5.000000000000000000e+00,7.088612918380415850e-01
-5.000000000000000000e+00,-4.898989898989898784e+00,6.569920930522232805e-01
-4.898989898989898784e+00,-4.898989898989898784e+00,6.012245287216546608e-01
-4.797979797979797567e+00,-4.898989898989898784e+00,5.429782943403733686e-01
-4.696969696969697239e+00,-4.898989898989898784e+00,4.826573162961602659e-01
-4.595959595959596022e+00,-4.898989898989898784e+00,4.206632477916092405e-01
-4.494949494949494806e+00,-4.898989898989898784e+00,3.573921982659588603e-01
-4.393939393939393590e+00,-4.898989898989898784e+00,2.932316471761004517e-01
-4.292929292929293261e+00,-4.898989898989898784e+00,2.285575659938202109e-01
-4.191919191919192045e+00,-4.898989898989898784e+00,1.637317692551948922e-01
-4.090909090909090828e+00,-4.898989898989898784e+00,9.909951233871538978e-02
-3.989898989898989612e+00,-4.898989898989898784e+00,3.498735039161579574e-02
-3.888888888888888840e+00,-4.898989898989898784e+00,-2.829873049025973322e-02
-3.787878787878788067e+00,-4.898989898989898784e+00,-9.047490205400156305e-02
-3.686868686868686851e+00,-4.898989898989898784e+00,-1.512807981838249494e-01
-3.585858585858585634e+00,-4.898989898989898784e+00,-2.104805334720770416e-01
-3.484848484848484862e+00,-4.898989898989898784e+00,-2.678634379831014711e-01
-3.383838383838384090e+00,-4.898989898989898784e+00,-3.232445131308965824e-01
-3.282828282828282873e+00,-4.898989898989898784e+00,-3.764646164259724537e-01
-3.181818181818181657e+00,-4.898989898989898784e+00,-4.273903854801007207e-01
-3.080808080808080884e+00,-4.898989898989898784e+00,-4.759139140622763442e-01
-2.979797979797979668e+00,-4.898989898989898784e+00,-5.219521951510355251e-01
-2.878787878787878896e+00,-4.898989898989898784e+00,-5.654463478072158100e-01
-2.777777777777777679e+00,-4.898989898989898784e+00,-6.063606462811473863e-01
-2.676767676767676907e+00,-4.898989898989898784e+00,-6.446813710574028633e-01
-2.575757575757575690e+00,-4.898989898989898784e+00,-6.804155025214594366e-01
-2.474747474747474918e+00,-4.898989898989898784e+00,-7.135892786033690705e-01
-2.373737373737373701e+00,-4.898989898989898784e+00,-7.442466381160318667e-01
-2.272727272727272929e+00,-4.898989898989898784e+00,-7.724475715668912557e-01
-2.171717171717171713e+00,-4.898989898989898784e+00,-7.982664009935626082e-01
-2.070707070707070940e+00,-4.898989898989898784e+00,-8.217900098722219493e-01
-1.969696969696969724e+00,-4.898989898989898784e+00,-8.431160433932467502e-01
-1.868686868686868952e+00,-4.898989898989898784e+00,-8.623510984162556792e-01
-1.767676767676767735e+00,-4.898989898989898784e+00,-8.796089212347119046e-01
-1.666666666666666519e+00,-4.898989898989898784e+00,-8.950086299302557613e-01
-1.565656565656565746e+00,-4.898989898989898784e+00,-9.086729766131123043e-01
-1.464646464646464530e+00,-4.898989898989898784e+00,-9.207266632634973913e-01
-1.363636363636363757e+00,-4.898989898989898784e+00,-9.312947232473663961e-01
-1.262626262626262541e+00,-4.898989898989898784e+00,-9.405009789159292088e-01
-1.161616161616161769e+00,-4.898989898989898784e+00,-9.484665840494718170e-01
-1.060606060606060552e+00,-4.898989898989898784e+00,-9.553086583081228378e-01
-9.595959595959593358e-01,-4.898989898989898784e+00,-9.611390193388241743e-01
-8.585858585858590075e-01,-4.898989898989898784e+00,-9.660630167891978148e-01
-7.575757575757577911e-01,-4.898989898989898784e+00,-9.701784712212441208e-01
-6.565656565656565746e-01,-4.898989898989898784e+00,-9.735747198218837051e-01
-5.555555555555553582e-01,-4.898989898989898784e+00,-9.763317698884749207e-01
-4.545454545454550299e-01,-4.898989898989898784e+00,-9.785195603345840931e-01
-3.535353535353538135e-01,-4.898989898989898784e+00,-9.801973309166929216e-01
-2.525252525252525970e-01,-4.898989898989898784e+00,-9.814130985217268677e-01
-1.515151515151513806e-01,-4.898989898989898784e+00,-9.822032396670076215e-01
-5.050505050505016413e-02,-4.898989898989898784e+00,-9.825921783309261581e-01
5.050505050505016413e-02,-4.898989898989898784e+00,-9.825921783309261581e-01
1.515151515151513806e-01,-4.898989898989898784e+00,-9.822032396670076215e-01
2.525252525252525970e-01,-4.898989898989898784e+00,-9.814130985217268677e-01
3.535353535353538135e-01,-4.898989898989898784e+00,-9.801973309166929216e-01
4.545454545454541417e-01,-4.898989898989898784e+00,-9.785195603345840931e-01
5.555555555555553582e-01,-4.898989898989898784e+00,-9.763317698884749207e-01
6.565656565656565746e-01,-4.898989898989898784e+00,-9.735747198218837051e-01
7.575757575757577911e-01,-4.898989898989898784e+00,-9.701784712212441208e-01
8.585858585858581193e-01,-4.898989898989898784e+00,-9.660630167891978148e-01
9.595959595959593358e-01,-4.898989898989898784e+00,-9.611390193388241743e-01
1.060606060606060552e+00,-4.898989898989898784e+00,-9.553086583081228378e-01
1.161616161616161769e+00,-4.898989898989898784e+00,-9.484665840494718170e-01
1.262626262626262097e+00,-4.898989898989898784e+00,-9.405009789159292088e-01
1.363636363636363313e+00,-4.898989898989898784e+00,-9.312947232473663961e-01
1.464646464646464530e+00,-4.898989898989898784e+00,-9.207266632634973913e-01
1.565656565656565746e+00,-4.898989898989898784e+00,-9.086729766131123043e-01
1.666666666666666963e+00,-4.898989898989898784e+00,-8.950086299302557613e-01
1.767676767676767291e+00,-4.898989898989898784e+00,-8.796089212347119046e-01
1.868686868686868507e+00,-4.898989898989898784e+00,-8.623510984162556792e-01
1.969696969696969724e+00,-4.898989898989898784e+00,-8.431160433932467502e-01
2.070707070707070940e+00,-4.898989898989898784e+00,-8.217900098722219493e-01
2.171717171717171269e+00,-4.898989898989898784e+00,-7.982664009935626082e-01
2.272727272727272485e+00,-4.898989898989898784e+00,-7.724475715668912557e-01
2.373737373737373701e+00,-4.898989898989898784e+00,-7.442466381160318667e-01
2.474747474747474918e+00,-4.898989898989898784e+00,-7.135892786033690705e-01
2.575757575757575246e+00,-4.898989898989898784e+00,-6.804155025214594366e-01
2.676767676767676463e+00,-4.898989898989898784e+00,-6.446813710574035294e-01
2.777777777777777679e+00,-4.898989898989898784e+00,-6.063606462811473863e-01
2.878787878787878896e+00,-4.898989898989898784e+00,-5.654463478072158100e-01
2.979797979797979224e+00,-4.898989898989898784e+00,-5.219521951510355251e-01
3.080808080808081328e+00,-4.898989898989898784e+00,-4.759139140622763442e-01
3.181818181818181657e+00,-4.898989898989898784e+00,-4.273903854801007207e-01
3.282828282828281985e+00,-4.898989898989898784e+00,-3.764646164259732863e-01
3.383838383838384090e+00,-4.898989898989898784e+00,-3.232445131308965824e-01
3.484848484848484418e+00,-4.898989898989898784e+00,-2.678634379831023593e-01
3.585858585858586522e+00,-4.898989898989898784e+00,-2.104805334720770416e-01
3.686868686868686851e+00,-4.898989898989898784e+00,-1.512807981838249494e-01
3.787878787878787179e+00,-4.898989898989898784e+00,-9.047490205400245122e-02
3.888888888888889284e+00,-4.898989898989898784e+00,-2.829873049025973322e-02
3.989898989898989612e+00,-4.898989898989898784e+00,3.498735039161579574e-02
4.090909090909089940e+00,-4.898989898989898784e+00,9.909951233871450160e-02
4.191919191919192045e+00,-4.898989898989898784e+00,1.637317692551948922e-01
4.292929292929292373e+00,-4.898989898989898784e+00,2.285575659938202109e-01
4.393939393939394478e+00,-4.898989898989898784e+00,2.932316471761013399e-01
4.494949494949494806e+00,-4.898989898989898784e+00,3.573921982659588603e-01
4.595959595959595134e+00,-4.898989898989898784e+00,4.206632477916084634e-01
4.696969696969697239e+00,-4.898989898989898784e+00,4.826573162961602659e-01
4.797979797979797567e+00,-4.898989898989898784e+00,5.429782943403733686e-01
4.898989898989899672e+00,-4.898989898989898784e+00,6.012245287216554379e-01
5.000000000000000000e+00,-4.898989898989898784e+00,6.569920930522232805e-01
-5.000000000000000000e+00,-4.797979797979797567e+00,6.024005398983897086e-01
-4.898989898989898784e+00,-4.797979797979797567e+00,5.429782943403733686e-01
-4.797979797979797567e+00,-4.797979797979797567e+00,4.813399778789485550e-01
-4.696969696969697239e+00,-4.797979797979797567e+00,4.179047325218001596e-01
-4.595959595959596022e+00,-4.797979797979797567e+00,3.530871912158309311e-01
-4.494949494949494806e+00,-4.797979797979797567e+00,2.872941518447773013e-01
-4.393939393939393590e+00,-4.797979797979797567e+00,2.209214558838407394e-01
-4.292929292929293261e+00,-4.797979797979797567e+00,1.543510954806721902e-01
-4.191919191919192045e+00,-4.797979797979797567e+00,8.794856951324070415e-02
-4.090909090909090828e+00,-4.797979797979797567e+00,2.206050582272844202e-02
-3.989898989898989612e+00,-4.797979797979797567e+00,-4.298743662396449505e-02
-3.888888888888888840e+00,-4.797979797979797567e+00,-1.068923753794617654e-01
-3.787878787878788067e+00,-4.797979797979797567e+00,-1.693757152039688518e-01
-3.686868686868686851e+00,-4.797979797979797567e+00,-2.301843584926071551e-01
-3.585858585858585634e+00,-4.797979797979797567e+00,-2.890916155225717876e-01
-3.484848484848484862e+00,-4.797979797979797567e+00,-3.458978178681157423e-01
-3.383838383838384090e+00,-4.797979797979797567e+00,-4.004306414447852958e-01
-3.282828282828282873e+00,-4.797979797979797567e+00,-4.525451485689759301e-01
-3.181818181818181657e+00,-4.797979797979797567e+00,-5.021235611227687912e-01
-3.080808080808080884e+00,-4.797979797979797567e+00,-5.490747793687351663e-01
-2.979797979797979668e+00,-4.797979797979797567e+00,-5.933336631399143135e-01
-2.878787878787878896e+00,-4.797979797979797567e+00,-6.348600940159035977e-01
-2.777777777777777679e+00,-4.797979797979797567e+00,-6.736378386703045784e-01
-2.676767676767676907e+00,-4.797979797979797567e+00,-7.096732348258862899e-01
-2.575757575757575690e+00,-4.797979797979797567e+00,-7.429937221746270026e-01
-2.474747474747474918e+00,-4.797979797979797567e+00,-7.736462412082206752e-01
-2.373737373737373701e+00,-4.797979797979797567e+00,-8.016955231635284340e-01
-2.272727272727272929e+00,-4.797979797979797567e+00,-8.272222942249516375e-01
-2.171717171717171713e+00,-4.797979797979797567e+00,-8.503214167547549218e-01
-2.070707070707070940e+00,-4.797979797979797567e+00,-8.710999896610638338e-01
-1.969696969696969724e+00,-4.797979797979797567e+00,-8.896754290842768809e-01
-1.868686868686868952e+00,-4.797979797979797567e+00,-9.061735494131922808e-01
-1.767676767676767735e+00,-4.797979797979797567e+00,-9.207266632634973913e-01
-1.666666666666666519e+00,-4.797979797979797567e+00,-9.334717174982257726e-01
-1.565656565656565746e+00,-4.797979797979797567e+00,-9.445484806801779376e-01
-1.464646464646464530e+00,-4.797979797979797567e+00,-9.540977955602127913e-01
-1.363636363636363757e+00,-4.797979797979797567e+00,-9.622599083643030848e-01
-1.262626262626262541e+00,-4.797979797979797567e+00,-9.691728847884663045e-01
-1.161616161616161769e+00,-4.797979797979797567e+00,-9.749711207858139383e-01
-1.060606060606060552e+00,-4.797979797979797567e+00,-9.797839544742807938e-01
-9.595959595959593358e-01,-4.797979797979797567e+00,-9.837343838447829558e-01
-8.585858585858590075e-01,-4.797979797979797567e+00,-9.869378934416340732e-01
-7.575757575757577911e-01,-4.797979797979797567e+00,-9.895013918493958949e-01
-6.565656565656565746e-01,-4.797979797979797567e+00,-9.915222606765698998e-01
-5.555555555555553582e-01,-4.797979797979797567e+00,-9.930875147938073022e-01
-4.545454545454550299e-01,-4.797979797979797567e+00,-9.942730728725142075e-01
-3.535353535353538135e-01,-4.797979797979797567e+00,-9.951431367811158779e-01
-2.525252525252525970e-01,-4.797979797979797567e+00,-9.957496781251620188e-01
-1.515151515151513806e-01,-4.797979797979797567e+00,-9.961320301504691388e-01
-5.050505050505016413e-02,-4.797979797979797567e+00,-9.963165833447182873e-01
5.050505050505016413e-02,-4.797979797979797567e+00,-9.963165833447182873e-01
1.515151515151513806e-01,-4.797979797979797567e+00,-9.961320301504691388e-01
2.525252525252525970e-01,-4.797979797979797567e+00,-9.957496781251620188e-01
3.535353535353538135e-01,-4.797979797979797567e+00,-9.951431367811158779e-01
4.545454545454541417e-01,-4.797979797979797567e+00,-9.942730728725142075e-01
5.555555555555553582e-01,-4.797979797979797567e+00,-9.930875147938073022e-01
6.565656565656565746e-01,-4.797979797979797567e+00,-9.915222606765698998e-01
7.575757575757577911e-01,-4.797979797979797567e+00,-9.895013918493958949e-01
8.585858585858581193e-01,-4.797979797979797567e+00,-9.869378934416340732e-01
9.595959595959593358e-01,-4.797979797979797567e+00,-9.837343838447829558e-01
1.060606060606060552e+00,-4.797979797979797567e+00,-9.797839544742807938e-01
1.161616161616161769e+00,-4.797979797979797567e+00,-9.749711207858139383e-01
1.262626262626262097e+00,-4.797979797979797567e+00,-9.691728847884663045e-01
1.363636363636363313e+00,-4.797979797979797567e+00,-9.622599083643030848e-01
1.464646464646464530e+00,-4.797979797979797567e+00,-9.540977955602127913e-01
1.565656565656565746e+00,-4.797979797979797567e+00,-9.445484806801779376e-01
1.666666666666666963e+00,-4.797979797979797567e+00,-9.334717174982257726e-01
1.767676767676767291e+00,-4.797979797979797567e+00,-9.207266632634973913e-01
1.868686868686868507e+00,-4.797979797979797567e+00,-9.061735494131922808e-01
1.969696969696969724e+00,-4.797979797979797567e+00,-8.896754290842768809e-01
2.070707070707070940e+00,-4.797979797979797567e+00,-8.710999896610638338e-01
2.171717171717171269e+00,-4.797979797979797567e+00,-8.503214167547549218e-01
2.272727272727272485e+00,-4.797979797979797567e+00,-8.272222942249516375e-01
2.373737373737373701e+00,-4.797979797979797567e+00,-8.016955231635284340e-01
2.474747474747474918e+00,-4.797979797979797567e+00,-7.736462412082206752e-01
2.575757575757575246e+00,-4.797979797979797567e+00,-7.429937221746270026e-01
2.676767676767676463e+00,-4.797979797979797567e+00,-7.096732348258862899e-01
2.777777777777777679e+00,-4.797979797979797567e+00,-6.736378386703045784e-01
2.878787878787878896e+00,-4.797979797979797567e+00,-6.348600940159035977e-01
2.979797979797979224e+00,-4.797979797979797567e+00,-5.933336631399143135e-01
3.080808080808081328e+00,-4.797979797979797567e+00,-5.490747793687351663e-01
3.181818181818181657e+00,-4.797979797979797567e+00,-5.021235611227687912e-01
3.282828282828281985e+00,-4.797979797979797567e+00,-4.525451485689767073e-01
3.383838383838384090e+00,-4.797979797979797567e+00,-4.004306414447852958e-01
3.484848484848484418e+00,-4.797979797979797567e+00,-3.458978178681157423e-01
3.585858585858586522e+00,-4.797979797979797567e+00,-2.890916155225717876e-01
3.686868686868686851e+00,-4.797979797979797567e+00,-2.301843584926071551e-01
3.787878787878787179e+00,-4.797979797979797567e+00,-1.693757152039697123e-01
3.888888888888889284e+00,-4.797979797979797567e+00,-1.068923753794617654e-01
3.989898989898989612e+00,-4.797979797979797567e+00,-4.298743662396449505e-02
4.090909090909089940e+00,-4.797979797979797567e+00,2.206050582272755384e-02
4.191919191919192045e+00,-4.797979797979797567e+00,8.794856951324070415e-02
4.292929292929292373e+00,-4.797979797979797567e+00,1.543510954806721902e-01
4.393939393939394478e+00,-4.797979797979797567e+00,2.209214558838415998e-01
4.494949494949494806e+00,-4.797979797979797567e+00,2.872941518447773013e-01
4.595959595959595134e+00,-4.797979797979797567e+00,3.530871912158300985e-01
4.696969696969697239e+00,-4.797979797979797567e+00,4.179047325218001596e-01
4.797979797979797567e+00,-4.797979797979797567e+00,4.813399778789485550e-01
4.898989898989899672e+00,-4.797979797979797567e+00,5.429782943403741458e-01
5.000000000000000000e+00,-4.797979797979797567e+00,6.024005398983897086e-01
-5.000000000000000000e+00,-4.696969696969697239e+00,5.454743285580685441e-01
-4.898989898989898784e+00,-4.696969696969697239e+00,4.826573162961602659e-01
-4.797979797979797567e+00,-4.696969696969697239e+00,4.179047325218001596e-01
-4.696969696969697239e+00,-4.696969696969697239e+00,3.516498559199279783e-01
-4.595959595959596022e+00,-4.696969696969697239e+00,2.843191361634251346e-01
-4.494949494949494806e+00,-4.696969696969697239e+00,2.163288206694311266e-01
-4.393939393939393590e+00,-4.696969696969697239e+00,1.480818068365434559e-01
-4.292929292929293261e+00,-4.696969696969697239e+00,7.996474337970360668e-02
-4.191919191919192045e+00,-4.696969696969697239e+00,1.234540095858434328e-02
-4.090909090909090828e+00,-4.696969696969697239e+00,-5.442967125419226337e-02
-3.989898989898989612e+00,-4.696969696969697239e+00,-1.200371900523949931e-01
-3.888888888888888840e+00,-4.696969696969697239e+00,-1.841788743835135744e-01
-3.787878787878788067e+00,-4.696969696969697239e+00,-2.465828675725392494e-01
-3.686868686868686851e+00,-4.696969696969697239e+00,-3.070048435294993050e-01
-3.585858585858585634e+00,-4.696969696969697239e+00,-3.652287984152511879e-01
-3.484848484848484862e+00,-4.696969696969697239e+00,-4.210675326344014979e-01
-3.383838383838384090e+00,-4.696969696969697239e+00,-4.743628312470114516e-01
-3.282828282828282873e+00,-4.696969696969697239e+00,-5.249853539056978935e-01
-3.181818181818181657e+00,-4.696969696969697239e+00,-5.728342481988235591e-01
-3.080808080808080884e+00,-4.696969696969697239e+00,-6.178365027839968215e-01
-2.979797979797979668e+00,-4.696969696969697239e+00,-6.599460589034092939e-01
-2.878787878787878896e+00,-4.696969696969697239e+00,-6.991427007621211498e-01
-2.777777777777777679e+00,-4.696969696969697239e+00,-7.354307468053894459e-01
-2.676767676767676907e+00,-4.696969696969697239e+00,-7.688375651393347665e-01
-2.575757575757575690e+00,-4.696969696969697239e+00,-7.994119371937730145e-01
-2.474747474747474918e+00,-4.696969696969697239e+00,-8.272222942249511934e-01
-2.373737373737373701e+00,-4.696969696969697239e+00,-8.523548514029255507e-01
-2.272727272727272929e+00,-4.696969696969697239e+00,-8.749116640322752714e-01
-2.171717171717171713e+00,-4.696969696969697239e+00,-8.950086299302557613e-01
-2.070707070707070940e+00,-4.696969696969697239e+00,-9.127734611529806363e-01
-1.969696969696969724e+00,-4.696969696969697239e+00,-9.283436471427185532e-01
-1.868686868686868952e+00,-4.696969696969697239e+00,-9.418644299975946765e-01
-1.767676767676767735e+00,-4.696969696969697239e+00,-9.534868109731552410e-01
-1.666666666666666519e+00,-4.696969696969697239e+00,-9.633656055515962269e-01
-1.565656565656565746e+00,-4.696969696969697239e+00,-9.716575625006714789e-01
-1.464646464646464530e+00,-4.696969696969697239e+00,-9.785195603345840931e-01
-1.363636363636363757e+00,-4.696969696969697239e+00,-9.841068925297001835e-01
-1.262626262626262541e+00,-4.696969696969697239e+00,-9.885716507855190072e-01
-1.161616161616161769e+00,-4.696969696969697239e+00,-9.920612136026401018e-01
-1.060606060606060552e+00,-4.696969696969697239e+00,-9.947168455195958270e-01
-9.595959595959593358e-01,-4.696969696969697239e+00,-9.966724105518007804e-01
-8.585858585858590075e-01,-4.696969696969697239e+00,-9.980532017469790906e-01
-7.575757575757577911e-01,-4.696969696969697239e+00,-9.989748873454949996e-01
-6.565656565656565746e-01,-4.696969696969697239e+00,-9.995425728379271346e-01
-5.555555555555553582e-01,-4.696969696969697239e+00,-9.998499772654603213e-01
-4.545454545454550299e-01,-4.696969696969697239e+00,-9.999787214224294951e-01
-3.535353535353538135e-01,-4.696969696969697239e+00,-9.999977251970503245e-01
-2.525252525252525970e-01,-4.696969696969697239e+00,-9.999627111192330720e-01
-1.515151515151513806e-01,-4.696969696969697239e+00,-9.999158112575521340e-01
-5.050505050505016413e-02,-4.696969696969697239e+00,-9.998852748963829029e-01
5.050505050505016413e-02,-4.696969696969697239e+00,-9.998852748963829029e-01
1.515151515151513806e-01,-4.696969696969697239e+00,-9.999158112575521340e-01
2.525252525252525970e-01,-4.696969696969697239e+00,-9.999627111192330720e-01
3.535353535353538135e-01,-4.696969696969697239e+00,-9.999977251970503245e-01
4.545454545454541417e-01,-4.696969696969697239e+00,-9.999787214224294951e-01
5.555555555555553582e-01,-4.696969696969697239e+00,-9.998499772654603213e-01
6.565656565656565746e-01,-4.696969696969697239e+00,-9.995425728379271346e-01
7.575757575757577911e-01,-4.696969696969697239e+00,-9.989748873454949996e-01
8.585858585858581193e-01,-4.696969696969697239e+00,-9.980532017469790906e-01
9.595959595959593358e-01,-4.696969696969697239e+00,-9.966724105518007804e-01
1.060606060606060552e+00,-4.696969696969697239e+00,-9.947168455195958270e-01
1.161616161616161769e+00,-4.696969696969697239e+00,-9.920612136026401018e-01
1.262626262626262097e+00,-4.696969696969697239e+00,-9.885716507855190072e-01
1.363636363636363313e+00,-4.696969696969697239e+00,-9.841068925297001835e-01
